film_id,date_sortie
tt8946378,"November 27, 2019"
tt9421570,"October 1, 2021"
tt10275534,"April 26, 2023"
tt4589218,"November 8, 2023"
tt0106226,"September 22, 1993"
tt14270702,"January 27, 2024"
tt3181822,"May 20, 2015"
tt1010048,"January 14, 2009"
tt0139654,"November 7, 2001"
tt4123430,"November 8, 2018"
tt13149356,"May 20, 2022"
tt0142342,"September 22, 1999"
tt1091191,"January 1, 2014"
tt0468569,"August 13, 2008"
tt8110652,"January 9, 2023"
tt15000156,"May 21, 2023"
tt0082348,"May 23, 1981"
tt13269536,"June 5, 2021"
tt6722802,"February 15, 2023"
tt16374352,No date found
tt0054698,"December 6, 1961"
tt7405458,"February 1, 2023"
tt0964517,"March 9, 2011"
tt8936646,"April 24, 2020"
tt0073195,"January 28, 1976"
tt0200550,"November 1, 2000"
tt0257044,"September 1, 2002"
tt12873562,"August 24, 2022"
tt0302886,"August 13, 2003"
tt0093493,"January 29, 2004"
tt2140479,"November 2, 2016"
tt6467266,"December 22, 2021"
tt2704998,"April 18, 2018"
tt0187078,"August 23, 2000"
tt2184339,"August 7, 2013"
tt0322259,"June 18, 2003"
tt0082377,"October 7, 1981"
tt0814255,"February 10, 2010"
tt0327137,"February 18, 2004"
tt0104257,"December 16, 1992"
tt6263850,"July 24, 2024"
tt0110413,"September 14, 1994"
tt1292566,"March 2, 2016"
tt0112462,"July 10, 1995"
tt7888964,"June 2, 2021"
tt0086465,"November 16, 1983"
tt2788710,"January 28, 2015"
tt0983193,"October 23, 2011"
tt0359950,"January 1, 2014"
tt4016934,"May 14, 2016"
tt16101924,No date found
tt3783958,"January 10, 2017"
tt23849204,No date found
tt0046247,"December 4, 1953"
tt0337741,"February 4, 2004"
tt0103786,"June 24, 1992"
tt15325794,"December 7, 2022"
tt12262116,"August 5, 2022"
tt26926267,"May 9, 2024"
tt9893250,"February 19, 2021"
tt2820852,"April 1, 2015"
tt2883512,"September 7, 2014"
tt0120663,"September 2, 1999"
tt2224026,"April 15, 2015"
tt1190080,"November 11, 2009"
tt0162222,"January 17, 2001"
tt1124035,"October 26, 2011"
tt0328538,"September 8, 2003"
tt6856242,"December 29, 2021"
tt0089841,"January 8, 1986"
tt0109424,"March 22, 1995"
tt15268244,"July 5, 2023"
tt0114436,"January 10, 1996"
tt21626284,No date found
tt1660648,No date found
tt0116922,"January 15, 1997"
tt14472156,No date found
tt0091369,"December 3, 1986"
tt6920084,"November 19, 2021"
tt15354916,"September 7, 2023"
tt7282468,"May 16, 2018"
tt0328107,"October 13, 2004"
tt2203939,"June 14, 2014"
tt0363771,"December 21, 2005"
tt2274648,"May 8, 2019"
tt10676048,"November 8, 2023"
tt14463484,"February 4, 2022"
tt11198810,"November 23, 2022"
tt0116996,"February 26, 1997"
tt0091225,"December 10, 1986"
tt14549466,"May 23, 2022"
tt30259532,"April 5, 2024"
tt0089530,"September 25, 1985"
tt0790724,"December 26, 2012"
tt4919268,"June 5, 2024"
tt5442430,"April 19, 2017"
tt17490712,No date found
tt0087182,"February 6, 1985"
tt0195685,"April 26, 2000"
tt26943420,No date found
tt22890246,"May 19, 2023"
tt1846589,"December 12, 2018"
tt7527682,No date found
tt0254686,"May 14, 2001"
tt0195714,"July 12, 2000"
tt0092675,"July 27, 1988"
tt0109254,"August 17, 1994"
tt8368512,"June 23, 2021"
tt6628394,"November 7, 2018"
tt1951264,"November 27, 2013"
tt1491044,"June 5, 2013"
tt22048412,No date found
tt1051906,"February 26, 2020"
tt6791350,"April 22, 2023"
tt0094012,"October 14, 1987"
tt0120889,"December 2, 1998"
tt0107048,"July 28, 1993"
tt3397884,"May 19, 2015"
tt2066051,"May 16, 2019"
tt26658104,"March 6, 2024"
tt1790809,"May 24, 2017"
tt6806448,"August 7, 2019"
tt1645170,"June 20, 2012"
tt0094737,"August 10, 1988"
tt0359013,"December 8, 2004"
tt0758746,"February 11, 2009"
tt0090655,"July 23, 1986"
tt31314185,"February 27, 2024"
tt0126029,"May 12, 2001"
tt11057302,"February 14, 2024"
tt0114709,"March 27, 1996"
tt9362930,"August 16, 2023"
tt20672356,No date found
tt0414387,"October 7, 2005"
tt0072431,"August 13, 1975"
tt2245084,"January 16, 2015"
tt11871074,No date found
tt1840309,"April 9, 2014"
tt0133152,"August 22, 2001"
tt1229822,"June 13, 2012"
tt0079944,"May 13, 1980"
tt1790864,"October 15, 2014"
tt15392282,"January 12, 2024"
tt8580274,"June 26, 2020"
tt0068699,"August 23, 1973"
tt1517451,"October 3, 2018"
tt0097757,"May 20, 1990"
tt27139468,No date found
tt5761544,"August 3, 2023"
tt21261712,"April 24, 2024"
tt0947798,"February 9, 2011"
tt0435651,"October 29, 2014"
tt0092718,"July 27, 1988"
tt8110640,"September 27, 2019"
tt1655460,"May 30, 2012"
tt1853728,"January 7, 2013"
tt0060232,"September 15, 1966"
tt7798634,"August 28, 2019"
tt5613484,"April 24, 2019"
tt0118615,"June 25, 1997"
tt18259086,"December 18, 2024"
tt0120696,"May 6, 1998"
tt26084002,No date found
tt11245972,"January 12, 2022"
tt3846674,"August 17, 2018"
tt21692408,"March 27, 2024"
tt1855199,"November 14, 2012"
tt1690953,"June 16, 2013"
tt10786774,No date found
tt1599348,"February 22, 2012"
tt0061512,"December 1, 1967"
tt9054192,"October 1, 2021"
tt1860242,"March 29, 2019"
tt1979320,"September 25, 2013"
tt3464902,"May 15, 2015"
tt0156887,"September 8, 1999"
tt2404233,"April 6, 2016"
tt6048922,"July 10, 2020"
tt1156398,"November 25, 2009"
tt0120616,"July 21, 1999"
tt10648342,"July 13, 2022"
tt29301456,No date found
tt0421715,"February 4, 2009"
tt5433138,"July 14, 2021"
tt17277414,"May 16, 2023"
tt0343660,"June 30, 2004"
tt8097030,"March 11, 2022"
tt2802144,"February 18, 2015"
tt21106646,"August 19, 2022"
tt2191701,"September 11, 2013"
tt0106677,"June 6, 2006"
tt3083016,No date found
tt0100802,"October 17, 1990"
tt1817273,"March 20, 2013"
tt10370812,"May 22, 2023"
tt0098084,"January 17, 1990"
tt0119313,"September 23, 1998"
tt27028399,"March 15, 2024"
tt1389137,"April 18, 2012"
tt1695843,"July 26, 2023"
tt0196229,"January 2, 2002"
tt0963794,"June 11, 2008"
tt0120746,"September 12, 1998"
tt0275022,"April 3, 2002"
tt0046268,"April 15, 1953"
tt1172049,"March 19, 2016"
tt5776858,"February 14, 2018"
tt14039582,"July 11, 2021"
tt0378194,"May 16, 2004"
tt0382625,"May 17, 2006"
tt0024216,"September 29, 1933"
tt6723592,"August 24, 2020"
tt1650062,"July 9, 2011"
tt10366206,"March 22, 2023"
tt10365998,No date found
tt2084970,"November 14, 2014"
tt0238380,"July 9, 2003"
tt0084787,"November 3, 1982"
tt14833464,"February 14, 2024"
tt31378509,No date found
tt21807222,"October 25, 2023"
tt3289956,"January 28, 2017"
tt0266697,"November 4, 2003"
tt1020530,"October 8, 2008"
tt4160708,"October 5, 2016"
tt0473075,"May 26, 2010"
tt0350261,"September 5, 2005"
tt16360004,No date found
tt9603212,"July 12, 2023"
tt0089218,"December 4, 1985"
tt0077394,"August 16, 1978"
tt2293640,"July 8, 2015"
tt9466114,No date found
tt0101507,"May 13, 1991"
tt1465522,"April 24, 2011"
tt0088846,"February 20, 1985"
tt11358390,"May 31, 2023"
tt0065207,"March 12, 1969"
tt9243946,"October 11, 2019"
tt0103772,"May 7, 1992"
tt3758542,"March 8, 2024"
tt0337876,"September 9, 2004"
tt1727776,"January 10, 2016"
tt13957560,"November 29, 2023"
tt0387564,"January 29, 2005"
tt23047172,"October 28, 2023"
tt0069704,"March 20, 1974"
tt0080339,"September 24, 1980"
tt5649144,"May 22, 2017"
tt2109248,"July 16, 2014"
tt2404463,"August 21, 2013"
tt0106697,"February 2, 1994"
tt0356910,"July 27, 2005"
tt1464540,"April 6, 2011"
tt21103300,No date found
tt0017136,"February 6, 1927"
tt20112746,No date found
tt1136617,"November 10, 2023"
tt1262416,"April 13, 2011"
tt22939186,No date found
tt0110442,No date found
tt0097165,September 1989
tt1232829,"June 6, 2012"
tt0988595,"April 23, 2008"
tt27550567,No date found
tt2638144,"September 7, 2016"
tt0470752,"June 3, 2015"
tt11083552,"June 16, 2021"
tt0054189,"March 10, 1960"
tt0108071,"April 6, 1994"
tt6320628,"July 3, 2019"
tt1229238,"December 14, 2011"
tt13927994,"December 22, 2023"
tt0088128,"August 15, 1984"
tt0253474,"May 24, 2002"
tt1187064,"September 19, 2009"
tt0407304,"June 17, 2005"
tt0092644,"August 26, 1987"
tt1001526,No date found
tt15239678,"February 28, 2024"
tt0332452,"May 13, 2004"
tt18083578,No date found
tt1298644,"July 17, 2019"
tt7456310,"July 10, 2019"
tt0125439,"August 18, 1999"
tt0204946,"May 2, 2001"
tt2250912,"July 12, 2017"
tt3553976,"May 17, 2016"
tt0460829,"February 7, 2007"
tt14227048,"November 30, 2023"
tt2397535,"November 23, 2014"
tt22016156,"February 16, 2024"
tt0358273,"February 15, 2006"
tt0183790,"November 14, 2001"
tt15782690,No date found
tt6718170,"April 5, 2023"
tt4912910,"July 12, 2018"
tt0086190,"October 19, 1983"
tt1748179,"April 11, 2014"
tt2380307,"November 14, 2017"
tt1191111,"May 22, 2009"
tt21942866,"December 27, 2023"
tt14444726,"January 25, 2023"
tt29623480,"October 9, 2024"
tt0072308,"March 12, 1975"
tt7126948,"December 25, 2020"
tt0435761,"July 14, 2010"
tt14948432,No date found
tt0109686,"June 14, 1995"
tt0976051,"July 11, 2009"
tt9224104,"August 2, 2023"
tt6443346,"October 19, 2022"
tt0106918,"September 15, 1993"
tt9764362,"October 22, 2022"
tt2463208,"March 11, 2022"
tt6264654,"August 11, 2021"
tt0349683,"August 4, 2004"
tt11813216,"October 22, 2022"
tt1234721,"February 5, 2014"
tt4154756,"April 25, 2018"
tt16428256,"April 12, 2023"
tt0087538,"September 26, 1984"
tt0443453,"November 15, 2006"
tt0384537,"April 26, 2006"
tt1379182,"May 18, 2009"
tt0110632,"September 21, 1994"
tt15153532,"November 29, 2023"
tt13097932,"February 3, 2024"
tt23468450,No date found
tt0497465,"May 17, 2008"
tt26658272,No date found
tt0110478,"August 3, 1994"
tt0335345,"March 31, 2004"
tt0388285,"February 16, 2006"
tt0091790,"June 4, 1986"
tt0074812,"December 22, 1976"
tt6259380,"January 14, 2020"
tt14846026,"April 10, 2023"
tt2582782,"May 16, 2016"
tt11271038,"January 5, 2022"
tt8864596,No date found
tt6966692,"January 23, 2019"
tt7959138,No date found
tt7985704,"April 7, 2023"
tt1028532,"June 9, 2010"
tt0067116,"January 14, 1972"
tt7322224,"May 21, 2022"
tt0077413,"October 27, 1978"
tt0082089,"February 24, 1982"
tt0105112,"October 21, 1992"
tt10886166,"June 9, 2020"
tt0047377,"February 11, 1955"
tt23638614,No date found
tt17351924,"December 22, 2023"
tt0247745,No date found
tt18925334,"April 9, 2023"
tt1657507,"June 25, 2011"
tt1430132,"July 24, 2013"
tt13405778,"July 5, 2023"
tt0090728,"September 3, 1986"
tt1302006,"October 15, 2019"
tt0062185,"April 3, 1968"
tt3315342,"March 1, 2017"
tt0496806,"May 24, 2007"
tt1683526,"September 9, 2011"
tt0056937,"October 25, 1963"
tt0286106,"October 16, 2002"
tt0425112,"June 21, 2007"
tt1034415,"November 14, 2018"
tt0181875,"March 21, 2001"
tt3566834,No date found
tt0409459,"March 4, 2009"
tt12261776,"March 15, 2023"
tt13320622,"April 20, 2022"
tt0169547,"February 2, 2000"
tt0120855,"November 24, 1999"
tt8337264,"December 15, 2023"
tt3076658,"January 13, 2016"
tt3794354,"February 12, 2020"
tt19358036,No date found
tt21810682,No date found
tt1335975,"April 2, 2014"
tt0102138,"January 29, 1992"
tt1104001,"February 9, 2011"
tt11274492,"July 7, 2023"
tt0043014,"April 20, 1951"
tt0088944,"February 5, 1986"
tt8633478,"August 18, 2021"
tt19406606,No date found
tt0118789,"September 9, 1998"
tt1905041,"May 22, 2013"
tt0096320,"March 22, 1989"
tt22334258,No date found
tt11655202,"September 10, 2021"
tt0347149,"January 12, 2005"
tt0094291,"February 10, 1988"
tt13923084,No date found
tt0080120,"August 27, 1980"
tt12024308,No date found
tt0096163,"December 20, 1989"
tt0343737,"July 4, 2007"
tt11214590,"November 24, 2021"
tt4669296,"December 8, 2018"
tt0959337,"January 21, 2009"
tt0063522,"October 17, 1968"
tt0091064,January 1987
tt10245072,No date found
tt0106519,"March 23, 1994"
tt5884796,"January 25, 2023"
tt0109040,"March 29, 1995"
tt0443680,"September 3, 2007"
tt30970235,No date found
tt2005151,"September 11, 2016"
tt15334488,No date found
tt0988045,"February 3, 2010"
tt0463854,"August 26, 2007"
tt0063518,"September 25, 1968"
tt0118884,September 1997
tt18394190,"October 20, 2023"
tt18938922,No date found
tt16277242,"October 16, 2023"
tt0056869,"May 9, 1963"
tt2771200,"March 22, 2017"
tt0080678,January 1981
tt0369610,"May 29, 2015"
tt0309593,"April 9, 2003"
tt1340138,"July 1, 2015"
tt1300854,"April 14, 2013"
tt3864056,"September 18, 2019"
tt0146316,"June 27, 2001"
tt2024544,"January 22, 2014"
tt12964320,"January 12, 2024"
tt0079501,"January 13, 1982"
tt0070121,"May 10, 1973"
tt1355644,"December 28, 2016"
tt0055614,"March 3, 1962"
tt5672290,"April 10, 2024"
tt1823672,"March 4, 2015"
tt5638642,"February 9, 2018"
tt23137390,"March 20, 2024"
tt1148204,"September 15, 2009"
tt0139134,"June 23, 1999"
tt5503686,"October 16, 2019"
tt15837338,"October 11, 2023"
tt1707386,"February 13, 2013"
tt2975590,"March 23, 2016"
tt1259521,"May 2, 2012"
tt0073650,"November 22, 1975"
tt0106912,"June 30, 2020"
tt0090605,September 1986
tt14764464,"February 28, 2024"
tt0439815,"April 19, 2006"
tt4500922,"February 7, 2018"
tt1001520,"August 23, 2023"
tt2935622,"October 19, 2022"
tt0876563,"April 8, 2009"
tt2103281,"July 30, 2014"
tt0293429,"May 12, 2021"
tt9376612,"September 1, 2021"
tt28366692,No date found
tt1014759,"March 24, 2010"
tt0317740,"September 12, 2003"
tt0454876,"December 19, 2012"
tt0421239,"October 26, 2005"
tt0452623,"September 5, 2007"
tt14230458,"January 17, 2024"
tt3741700,"May 29, 2019"
tt14561712,"May 26, 2023"
tt0918940,"July 6, 2016"
tt0121766,"May 16, 2005"
tt11847410,"February 24, 2022"
tt0838283,"November 19, 2008"
tt0272338,"May 19, 2002"
tt0100935,"May 19, 1990"
tt0426592,"June 4, 2008"
tt0119094,"September 7, 1997"
tt0094898,"August 24, 1988"
tt0405094,"November 19, 2006"
tt0338013,"September 9, 2004"
tt1431045,"February 8, 2016"
tt0327056,"May 23, 2003"
tt0100814,"May 23, 1990"
tt7139936,"September 6, 2019"
tt3410834,"March 9, 2016"
tt0116361,April 1997
tt9051908,"October 9, 2022"
tt0045061,"November 7, 1952"
tt0887912,"September 23, 2009"
tt8589698,"August 9, 2023"
tt1659337,"January 2, 2013"
tt0088011,"July 4, 1984"
tt0437954,"July 23, 2008"
tt0107943,"February 23, 1994"
tt3829266,"October 11, 2018"
tt2120120,"July 22, 2015"
tt5117670,"April 4, 2018"
tt0120917,"March 28, 2001"
tt0056687,"May 11, 1963"
tt23724546,No date found
tt0108052,"March 2, 1994"
tt0104070,"December 23, 1992"
tt0093773,"August 19, 1987"
tt0118694,"May 20, 2000"
tt0120863,"February 24, 1999"
tt7556122,"July 10, 2020"
tt0114614,"July 12, 1995"
tt13429870,"May 20, 2023"
tt14152882,"March 29, 2024"
tt0405422,"September 4, 2005"
tt0328589,"March 3, 2004"
tt11951276,No date found
tt7547410,"August 14, 2019"
tt1403865,"February 23, 2011"
tt0118799,May 1998
tt0134119,"March 8, 2000"
tt1032755,"November 19, 2008"
tt27802490,"September 12, 2024"
tt0112864,"August 2, 1995"
tt1340094,"June 5, 2024"
tt0368226,No date found
tt8542964,No date found
tt22041854,"January 3, 2024"
tt0463985,"July 19, 2006"
tt21279806,"April 5, 2024"
tt2316548,"May 5, 2023"
tt0268695,"March 27, 2002"
tt1673434,"November 14, 2012"
tt10155932,"September 3, 2021"
tt1321510,"June 23, 2021"
tt6710474,"August 31, 2022"
tt1675434,"November 2, 2011"
tt0298148,"May 15, 2004"
tt0167261,"December 10, 2002"
tt5537002,"May 20, 2023"
tt5323662,"June 12, 2017"
tt0087332,"December 12, 1984"
tt2267968,"March 30, 2016"
tt1392190,"May 14, 2015"
tt0181865,"March 7, 2001"
tt0309698,"September 6, 2003"
tt0099685,"September 12, 1990"
tt0144117,"January 21, 2000"
tt0117571,"July 16, 1997"
tt21800162,"February 7, 2024"
tt1125849,"February 18, 2009"
tt0349825,"January 9, 2008"
tt0090270,No date found
tt0107290,"October 20, 1993"
tt0815236,"June 23, 2010"
tt5691670,"May 15, 2018"
tt12477480,"May 23, 2022"
tt1638002,"November 4, 2015"
tt0482572,"December 3, 2008"
tt8041270,"June 8, 2022"
tt0120755,"July 26, 2000"
tt0418832,"February 14, 2006"
tt0133093,"June 23, 1999"
tt7160372,"May 19, 2023"
tt0104694,"November 18, 1992"
tt21909764,"June 8, 2023"
tt1568346,"January 18, 2012"
tt3155298,"March 10, 2023"
tt0338751,"January 26, 2005"
tt0105793,"October 28, 1992"
tt0816711,"June 15, 2013"
tt0320661,"May 4, 2005"
tt0083866,"May 26, 1982"
tt3460252,"December 11, 2015"
tt0765429,"November 14, 2007"
tt3281548,"January 1, 2020"
tt0120737,"December 19, 2001"
tt0416449,"March 21, 2007"
tt3011894,"May 17, 2014"
tt0780521,"January 27, 2010"
tt0375912,"April 7, 2005"
tt27503384,"May 25, 2023"
tt12672620,"December 10, 2023"
tt0157503,"February 2, 2000"
tt2106476,"May 20, 2012"
tt2873282,"April 4, 2018"
tt0106627,No date found
tt0290334,"April 30, 2003"
tt0058331,"September 15, 1965"
tt0791304,"October 2, 2008"
tt0783233,"October 5, 2007"
tt7711170,"December 1, 2020"
tt1355683,"November 25, 2015"
tt4495098,"August 9, 2023"
tt0110148,"December 21, 1994"
tt0104691,"August 26, 1992"
tt0256380,"March 6, 2002"
tt0274812,"September 4, 2002"
tt13651794,"May 20, 2023"
tt2119532,"November 9, 2016"
tt8378126,"October 2, 2019"
tt1259571,"November 18, 2009"
tt0377818,"August 24, 2005"
tt0830558,"January 17, 2017"
tt0351283,"June 12, 2005"
tt0399146,"May 16, 2005"
tt0345950,"February 9, 2005"
tt0087803,"November 14, 1984"
tt0122690,"November 25, 1998"
tt7032958,No date found
tt0070239,"November 21, 1973"
tt20969586,May 2025
tt0096734,"July 12, 2007"
tt6334354,"July 28, 2021"
tt0375063,"February 9, 2005"
tt1255953,"November 27, 2010"
tt5362988,"May 20, 2017"
tt1649419,"November 21, 2012"
tt3450958,"July 17, 2017"
tt0477347,"January 19, 2007"
tt9032400,"November 3, 2021"
tt0061852,"December 11, 1968"
tt15433956,"January 12, 2024"
tt0116695,"March 5, 1997"
tt13397574,No date found
tt7349662,"May 14, 2018"
tt10731256,"September 10, 2022"
tt0093010,"January 27, 1988"
tt11365186,"October 19, 2022"
tt0066026,"May 12, 1970"
tt1000774,"May 28, 2008"
tt3170832,"December 14, 2015"
tt0316654,"July 14, 2004"
tt21454134,No date found
tt12584954,No date found
tt11564570,"December 23, 2022"
tt0087469,"September 12, 1984"
tt27911000,No date found
tt0275847,"June 22, 2002"
tt14109724,"October 5, 2022"
tt0388795,"October 23, 2005"
tt0457939,"December 27, 2006"
tt0439572,"June 14, 2023"
tt8051894,No date found
tt9660502,"May 26, 2022"
tt1120985,"May 18, 2010"
tt0095497,"September 28, 1988"
tt2386490,"February 6, 2019"
tt0100150,"February 27, 1991"
tt1038988,"April 23, 2008"
tt4364194,"September 11, 2019"
tt28151876,No date found
tt19850008,No date found
tt0089489,"September 18, 1985"
tt12921446,"October 11, 2023"
tt0993846,"December 9, 2013"
tt0090329,"May 8, 1985"
tt7599146,"November 15, 2023"
tt0103639,"November 10, 1993"
tt0107977,"December 15, 1993"
tt1615147,"March 31, 2012"
tt0364725,"September 22, 2004"
tt0293508,"January 12, 2005"
tt0360717,"December 10, 2005"
tt0822854,"April 18, 2007"
tt0167404,"January 5, 2000"
tt0265086,"February 20, 2002"
tt1663202,"January 18, 2016"
tt13818368,"January 25, 2024"
tt0381061,"November 17, 2006"
tt0078788,"May 19, 1979"
tt1951265,"November 19, 2014"
tt0467406,"February 6, 2008"
tt10288566,"October 11, 2020"
tt0097967,No date found
tt16139258,"March 15, 2024"
tt27155038,"June 15, 2023"
tt1684562,"May 1, 2024"
tt0056264,"December 21, 1962"
tt0116282,"May 14, 1996"
tt0332379,"March 24, 2004"
tt0317919,"May 3, 2006"
tt1099212,"January 7, 2009"
tt0805564,"December 24, 2008"
tt13751694,"December 1, 2023"
tt2906216,"April 12, 2023"
tt0094625,"June 14, 1989"
tt0119488,"May 14, 1997"
tt5013056,"July 19, 2017"
tt1371111,"February 2, 2013"
tt1325004,"July 7, 2010"
tt0102798,"August 7, 1991"
tt5692390,"July 18, 2018"
tt0101545,"April 21, 1993"
tt0116483,"January 6, 2004"
tt0079367,"July 2, 1980"
tt11858890,"September 26, 2023"
tt1488606,"March 13, 2019"
tt0371724,"August 17, 2005"
tt1716772,"December 21, 2011"
tt8790086,No date found
tt2854926,"September 21, 2018"
tt1877832,"May 21, 2014"
tt0118583,"November 6, 1997"
tt8613070,"May 19, 2019"
tt16431966,"June 24, 2023"
tt0370263,"October 27, 2004"
tt0898367,"December 2, 2009"
tt0452625,"December 26, 2007"
tt26533869,No date found
tt0080453,"January 28, 1981"
tt14371878,"January 12, 2024"
tt0093870,"January 1, 1988"
tt9100054,"October 10, 2021"
tt4649466,"October 5, 2017"
tt0081505,"October 16, 1980"
tt16578828,No date found
tt0212720,"September 8, 2001"
tt0108002,"September 26, 2000"
tt2402927,"May 17, 2015"
tt10370710,"July 8, 2021"
tt14351082,"March 20, 2024"
tt0097815,"November 8, 1989"
tt2404311,"October 23, 2013"
tt9110170,"June 3, 2021"
tt0198781,"March 20, 2002"
tt1098327,"April 1, 2009"
tt7069210,"June 9, 2021"
tt1242460,"May 12, 2011"
tt6906292,"August 23, 2023"
tt10403420,"January 11, 2023"
tt1488555,"September 4, 2011"
tt2379713,"November 11, 2015"
tt23736044,"May 17, 2023"
tt1560747,"January 9, 2013"
tt4425200,"February 22, 2017"
tt0075686,"September 7, 1977"
tt6587640,"October 14, 2020"
tt1878870,"April 19, 2017"
tt26217622,"November 16, 2023"
tt0086200,"March 21, 1984"
tt11291274,"April 20, 2022"
tt0106220,"December 22, 1993"
tt0110475,"October 26, 1994"
tt1245492,"October 9, 2013"
tt0411477,"October 29, 2008"
tt19883634,"May 26, 2023"
tt0408306,"January 25, 2006"
tt13650742,No date found
tt0099077,"February 20, 1991"
tt1530509,"January 1, 2016"
tt9619824,No date found
tt0206634,"October 18, 2006"
tt2872732,"August 6, 2014"
tt0114388,"February 28, 1996"
tt11317142,"September 11, 2020"
tt3532216,"September 1, 2017"
tt1772341,"December 5, 2012"
tt1210166,"November 16, 2011"
tt1935859,"October 5, 2016"
tt0227538,"July 18, 2001"
tt13452446,"March 8, 2024"
tt7097896,"October 20, 2021"
tt2186812,"January 19, 2013"
tt0114148,"November 22, 1995"
tt3104988,"November 7, 2018"
tt0093058,"October 21, 1987"
tt0241303,"February 28, 2001"
tt0413267,"June 13, 2007"
tt5083738,"October 20, 2018"
tt4857264,"August 11, 2017"
tt5700672,"May 13, 2016"
tt0119116,"May 7, 1997"
tt0914798,"August 12, 2009"
tt0057012,"April 10, 1964"
tt13560574,"November 2, 2022"
tt0277371,"May 29, 2002"
tt15333984,"February 10, 2023"
tt27116149,"March 1, 2024"
tt0399295,"November 29, 2005"
tt0133751,"June 2, 1999"
tt0094721,"December 14, 1988"
tt13833688,"March 8, 2023"
tt0803096,"May 24, 2016"
tt4547948,No date found
tt7984734,"May 19, 2019"
tt1119646,"June 24, 2009"
tt0245844,"April 17, 2002"
tt0089469,"August 28, 1985"
tt0071853,"December 3, 1975"
tt14827638,No date found
tt1907668,"January 15, 2013"
tt0887883,"November 15, 2008"
tt8178634,"March 25, 2022"
tt0808279,"April 23, 2008"
tt1371150,"April 1, 2015"
tt4565520,"February 19, 2018"
tt0852713,"October 8, 2008"
tt0115736,"November 6, 1996"
tt28769440,"March 27, 2024"
tt0110322,"April 5, 1995"
tt0099871,"January 16, 1991"
tt15296186,"December 25, 2023"
tt2294629,"November 20, 2013"
tt0087985,"January 16, 1985"
tt6139732,"May 8, 2019"
tt0873886,"September 12, 2011"
tt18412256,"August 14, 2024"
tt0120804,"April 3, 2002"
tt0113568,"January 29, 1997"
tt2381991,"April 20, 2016"
tt8550054,"September 4, 2021"
tt0363547,"May 15, 2004"
tt0163651,"December 8, 1999"
tt1964418,"May 20, 2015"
tt1446714,"April 11, 2012"
tt0096256,February 1989
tt21308888,"July 27, 2023"
tt0147800,"July 19, 2000"
tt2543472,"December 20, 2017"
tt1010271,No date found
tt2180339,"March 18, 2022"
tt0113497,"February 14, 1996"
tt1860213,"February 3, 2016"
tt1216475,"July 10, 2011"
tt1288558,"May 1, 2013"
tt2911666,"October 29, 2014"
tt1482459,"June 10, 2012"
tt16311464,"February 2, 2024"
tt14729020,No date found
tt8376234,"June 30, 2021"
tt0401729,"March 7, 2012"
tt3040964,"April 13, 2016"
tt0118971,"January 14, 1998"
tt11755740,"February 18, 2022"
tt0387808,"April 25, 2007"
tt3513548,"February 19, 2020"
